province,sex,age_group,education,religion,household_size,marital,feeling_lifes,weight,weight_bs
Ontario,2,"(28,33]","University certificate, diploma or degree above",Somewhat important,4,Married,Very satisfied,2634,0
Ontario,2,"(28,33]","University certificate, diploma or degree above",Somewhat important,4,Never Married,Very satisfied,2446,6304
Ontario,2,"(28,33]","University certificate, diploma or degree above",Very important,1,Never Married,Fairly satisfied,1338,2920
Ontario,2,"(28,33]","University certificate, diploma or degree above",Very important,2,Living with a partner,Very satisfied,3665,7968
Ontario,2,"(28,33]","University certificate, diploma or degree above",Very important,2,Married,Very satisfied,4516,2132
Ontario,2,"(28,33]","University certificate, diploma or degree above",Very important,4,Married,Fairly satisfied,2188,2242
Ontario,2,"(28,33]","University certificate, diploma or degree above",Very important,4,Married,Not at all satisfied,4258,0
Ontario,2,"(33,38]",Bachelor's degree,Don't know/ Prefer not to answer,1,Never Married,Very satisfied,954,1001
Ontario,2,"(33,38]",Bachelor's degree,Don't know/ Prefer not to answer,3,Married,Very satisfied,1699,1669
Ontario,2,"(33,38]",Bachelor's degree,Don't know/ Prefer not to answer,4,Married,Very satisfied,2228,0
Ontario,2,"(33,38]",Bachelor's degree,Don't know/ Prefer not to answer,5,Never Married,Very satisfied,645,1783
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,1,Never Married,Fairly satisfied,1894,0
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,1,Separated,Very satisfied,1523,0
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,2,Living with a partner,Very satisfied,3504,1814
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,2,Married,Fairly satisfied,1445,3095
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,2,Married,Very satisfied,5158,1971
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,3,Separated,Fairly satisfied,2573,0
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,4,Married,Fairly satisfied,1907,1730
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,4,Married,Very satisfied,7085,5933
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,5,Married,Fairly satisfied,1892,2067
Ontario,2,"(33,38]",Bachelor's degree,Not important at all,5,Separated,Very satisfied,2357,2585
Ontario,2,"(33,38]",Bachelor's degree,Not very important,1,Married,Very satisfied,1085,0
Ontario,2,"(33,38]",Bachelor's degree,Not very important,1,Never Married,Fairly satisfied,2877,893
Ontario,2,"(33,38]",Bachelor's degree,Not very important,2,Living with a partner,Very satisfied,1911,3424
Ontario,2,"(33,38]",Bachelor's degree,Not very important,3,Separated,Fairly satisfied,1982,0
Ontario,2,"(33,38]",Bachelor's degree,Not very important,4,Married,Fairly satisfied,1679,1584
Ontario,2,"(33,38]",Bachelor's degree,Not very important,4,Married,Very satisfied,3889,5817
Ontario,2,"(33,38]",Bachelor's degree,Not very important,5,Married,Very satisfied,3219,3383
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,1,Never Married,Very satisfied,849,817
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,2,Married,Very satisfied,3248,7803
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,2,Never Married,Very satisfied,2102,2364
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,3,Married,Very satisfied,5931,1613
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,4,Married,Fairly satisfied,900,0
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,14840,12810
Ontario,2,"(33,38]",Bachelor's degree,Somewhat important,5,Married,Very satisfied,6213,10244
Ontario,2,"(33,38]",Bachelor's degree,Very important,1,Never Married,Fairly satisfied,1090,853
Ontario,2,"(33,38]",Bachelor's degree,Very important,1,Never Married,Very satisfied,607,609
Ontario,2,"(33,38]",Bachelor's degree,Very important,2,Living with a partner,Very satisfied,1782,0
Ontario,2,"(33,38]",Bachelor's degree,Very important,3,Married,Very satisfied,1942,6159
Ontario,2,"(33,38]",Bachelor's degree,Very important,3,Never Married,Fairly satisfied,9755,947
Ontario,2,"(33,38]",Bachelor's degree,Very important,3,Never Married,Very satisfied,1579,0
Ontario,2,"(33,38]",Bachelor's degree,Very important,4,Married,Not very satisfied,1736,3253
Ontario,2,"(33,38]",Bachelor's degree,Very important,4,Married,Very satisfied,16795,20330
Ontario,2,"(33,38]",Bachelor's degree,Very important,5,Married,Very satisfied,2726,0
Ontario,2,"(33,38]",Bachelor's degree,Very important,6,Married,Very satisfied,10536,6537
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,2,Married,Fairly satisfied,1805,1837
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,2,Married,Very satisfied,1794,1739
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,3,Living with a partner,Very satisfied,2111,4243
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,3,Never Married,Very satisfied,3913,11265
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,3,Separated,Fairly satisfied,1044,1106
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,3,Separated,Very satisfied,813,0
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,4,Living with a partner,Very satisfied,1846,3364
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,4,Married,Very satisfied,614,1837
Ontario,2,"(33,38]",High school diploma or certificate,Not important at all,5,Married,Very satisfied,4384,4093
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,2,Married,Very satisfied,1111,0
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,3,Married,Fairly satisfied,1227,0
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,3,Separated,Fairly satisfied,2230,3995
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,4,Divorced,Very satisfied,2796,0
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,4,Married,Very satisfied,2136,0
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,5,Married,Very satisfied,3694,4616
Ontario,2,"(33,38]",High school diploma or certificate,Not very important,6,Married,Fairly satisfied,3098,0
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,3,Divorced,Very satisfied,940,846
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,3,Married,Very satisfied,3366,9853
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,4,Living with a partner,Fairly satisfied,1862,0
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,4,Living with a partner,Very satisfied,2212,0
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,4,Married,Very satisfied,3121,2743
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,5,Married,Don 't know/ Prefer not to answer,1921,1894
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,6,Living with a partner,Very satisfied,1846,0
Ontario,2,"(33,38]",High school diploma or certificate,Somewhat important,6,Married,Very satisfied,3326,5249
Ontario,2,"(33,38]",High school diploma or certificate,Very important,1,Divorced,Very satisfied,1279,2896
Ontario,2,"(33,38]",High school diploma or certificate,Very important,1,Never Married,Not at all satisfied,630,628
Ontario,2,"(33,38]",High school diploma or certificate,Very important,1,Never Married,Very satisfied,1021,1127
Ontario,2,"(33,38]",High school diploma or certificate,Very important,3,Living with a partner,Fairly satisfied,2554,0
Ontario,2,"(33,38]",High school diploma or certificate,Very important,3,Married,Fairly satisfied,3627,3552
Ontario,2,"(33,38]",High school diploma or certificate,Very important,3,Never Married,Very satisfied,2199,0
Ontario,2,"(33,38]",High school diploma or certificate,Very important,4,Married,Fairly satisfied,5875,11923
Ontario,2,"(33,38]",High school diploma or certificate,Very important,5,Married,Very satisfied,2155,2338
Ontario,2,"(33,38]",High school diploma or certificate,Very important,6,Married,Very satisfied,6148,7302
Ontario,2,"(33,38]",Less than high school diploma,Not very important,3,Married,Very satisfied,1976,6552
Ontario,2,"(33,38]",Less than high school diploma,Very important,1,Separated,Not at all satisfied,1440,1254
Ontario,2,"(33,38]",Less than high school diploma,Very important,4,Married,Not very satisfied,4863,0
Ontario,2,"(33,38]",Not stated,Not very important,4,Living with a partner,Very satisfied,2378,0
Ontario,2,"(33,38]",Not stated,Somewhat important,1,Widowed,Not very satisfied,1112,2192
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Don't know/ Prefer not to answer,4,Separated,Don 't know/ Prefer not to answer,843,3371
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,1,Divorced,Very satisfied,607,1219
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Very satisfied,667,710
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,2,Living with a partner,Very satisfied,3899,1893
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Very satisfied,1846,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,2,Never Married,Very satisfied,2979,869
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,3,Divorced,Very satisfied,2738,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Fairly satisfied,1005,1051
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,3,Separated,Fairly satisfied,1139,1276
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,3,Separated,Very satisfied,3313,9319
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,4,Married,Very satisfied,3818,3461
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,5,Living with a partner,Very satisfied,1747,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,6,Never Married,Very satisfied,7727,7302
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,2,Divorced,Very satisfied,1584,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,2,Living with a partner,Very satisfied,4024,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,2,Married,Very satisfied,2111,6365
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,2,Never Married,Not very satisfied,3040,5423
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,3,Married,Fairly satisfied,2019,5889
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,3,Never Married,Fairly satisfied,1094,1161
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,3,Separated,Fairly satisfied,2165,4464
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,4,Living with a partner,Very satisfied,544,1399
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Very satisfied,5219,5952
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,5,Married,Very satisfied,1413,1379
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,5,Never Married,Fairly satisfied,2003,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,6,Married,Very satisfied,2092,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,1,Never Married,Very satisfied,1046,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,2,Living with a partner,Very satisfied,1942,4106
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,2,Never Married,Fairly satisfied,2875,1712
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,2,Never Married,Very satisfied,3413,4812
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,3,Divorced,Very satisfied,1148,1208
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Fairly satisfied,2341,4677
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Very satisfied,1844,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,3,Never Married,Fairly satisfied,1406,2827
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,4,Divorced,Very satisfied,1337,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Very satisfied,13958,18032
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,4,Separated,Fairly satisfied,1091,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,5,Married,Very satisfied,8742,7729
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,5,Separated,Fairly satisfied,3572,3511
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,6,Married,Fairly satisfied,2009,3597
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,6,Married,Very satisfied,6264,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,2,Living with a partner,Fairly satisfied,1664,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,2,Living with a partner,Very satisfied,978,1840
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,2,Married,Very satisfied,2305,4702
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,2,Never Married,Fairly satisfied,918,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,2,Never Married,Very satisfied,4256,1712
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Living with a partner,Very satisfied,1227,1224
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Married,Very satisfied,2480,4593
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Never Married,Fairly satisfied,6115,7770
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Never Married,Very satisfied,859,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,4,Married,Fairly satisfied,4627,1702
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,4,Married,Very satisfied,3649,1509
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,4,Never Married,Fairly satisfied,5728,0
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,5,Married,Very satisfied,4567,3953
Ontario,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,6,Married,Very satisfied,4480,10037
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not important at all,2,Living with a partner,Not very satisfied,2522,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not important at all,2,Married,Fairly satisfied,1965,1834
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not important at all,2,Married,Very satisfied,1592,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not important at all,3,Married,Very satisfied,2398,2318
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not important at all,4,Married,Very satisfied,1987,4107
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not important at all,6,Married,Very satisfied,9140,9463
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not very important,1,Never Married,Fairly satisfied,955,6851
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not very important,2,Married,Very satisfied,3892,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not very important,3,Living with a partner,Very satisfied,2573,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not very important,3,Married,Very satisfied,6764,9703
Ontario,2,"(33,38]","University certificate, diploma or degree above",Not very important,4,Married,Very satisfied,4399,4751
Ontario,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Very satisfied,2329,2860
Ontario,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,3,Married,Very satisfied,3578,7329
Ontario,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,4,Living with a partner,Very satisfied,1685,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,4,Married,Very satisfied,12136,14159
Ontario,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,5,Married,Very satisfied,5264,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,1,Divorced,Very satisfied,918,1895
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,1,Never Married,Fairly satisfied,747,0
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,2,Married,Very satisfied,2896,9895
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,3,Married,Fairly satisfied,2219,2436
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,3,Married,Very satisfied,1984,4099
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,4,Married,Fairly satisfied,2009,2163
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,4,Married,Very satisfied,11793,8007
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,5,Married,Very satisfied,2931,4441
Ontario,2,"(33,38]","University certificate, diploma or degree above",Very important,6,Married,Very satisfied,4633,4533
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,1,Never Married,Very satisfied,849,1915
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,2,Divorced,Fairly satisfied,861,827
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,2,Married,Not very satisfied,1939,4039
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,2,Married,Very satisfied,3616,3564
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,3,Living with a partner,Very satisfied,1006,951
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,4,Married,Very satisfied,8798,6964
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,5,Living with a partner,Fairly satisfied,2583,10060
Ontario,2,"(38,43]",Bachelor's degree,Not important at all,5,Married,Fairly satisfied,1293,3596
Ontario,2,"(38,43]",Bachelor's degree,Not very important,2,Living with a partner,Very satisfied,3406,4835
Ontario,2,"(38,43]",Bachelor's degree,Not very important,2,Married,Very satisfied,1649,3419
Ontario,2,"(38,43]",Bachelor's degree,Not very important,4,Married,Don 't know/ Prefer not to answer,1451,1865
Ontario,2,"(38,43]",Bachelor's degree,Not very important,4,Married,Fairly satisfied,5049,8242
Ontario,2,"(38,43]",Bachelor's degree,Not very important,4,Married,Very satisfied,4565,6418
Ontario,2,"(38,43]",Bachelor's degree,Not very important,4,Separated,Not very satisfied,476,488
Ontario,2,"(38,43]",Bachelor's degree,Not very important,5,Married,Very satisfied,1907,1730
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,1,Divorced,Fairly satisfied,692,716
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,1,Never Married,Very satisfied,863,0
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,2,Divorced,Fairly satisfied,788,1757
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,2,Living with a partner,Very satisfied,1765,1749
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,2,Married,Very satisfied,2335,0
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,3,Married,Very satisfied,3851,3971
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,4,Married,Fairly satisfied,3709,3769
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,4,Married,Not very satisfied,1458,1550
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,9727,5982
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,4,Separated,Not at all satisfied,1668,5592
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,5,Living with a partner,Very satisfied,1423,1462
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,5,Married,Fairly satisfied,4859,1017
Ontario,2,"(38,43]",Bachelor's degree,Somewhat important,5,Married,Very satisfied,6053,7357
Ontario,2,"(38,43]",Bachelor's degree,Very important,1,Divorced,Not very satisfied,461,0
Ontario,2,"(38,43]",Bachelor's degree,Very important,1,Never Married,Fairly satisfied,1827,982
Ontario,2,"(38,43]",Bachelor's degree,Very important,1,Never Married,Very satisfied,849,1915
Ontario,2,"(38,43]",Bachelor's degree,Very important,2,Divorced,Very satisfied,1194,0
Ontario,2,"(38,43]",Bachelor's degree,Very important,2,Married,Very satisfied,1628,6014
Ontario,2,"(38,43]",Bachelor's degree,Very important,3,Never Married,Fairly satisfied,4577,0
Ontario,2,"(38,43]",Bachelor's degree,Very important,4,Married,Fairly satisfied,2824,1008
Ontario,2,"(38,43]",Bachelor's degree,Very important,4,Married,Very satisfied,23051,22339
Ontario,2,"(38,43]",Bachelor's degree,Very important,5,Divorced,Very satisfied,1954,0
Ontario,2,"(38,43]",Bachelor's degree,Very important,5,Married,Fairly satisfied,8456,10936
Ontario,2,"(38,43]",Bachelor's degree,Very important,5,Married,Very satisfied,6795,14791
Ontario,2,"(38,43]",Bachelor's degree,Very important,6,Married,Very satisfied,5682,2237
Ontario,2,"(38,43]",High school diploma or certificate,Not important at all,2,Separated,Not very satisfied,1842,0
Ontario,2,"(38,43]",High school diploma or certificate,Not important at all,3,Living with a partner,Very satisfied,1458,0
Ontario,2,"(38,43]",High school diploma or certificate,Not important at all,3,Married,Very satisfied,1578,3608
Ontario,2,"(38,43]",High school diploma or certificate,Not important at all,3,Never Married,Not very satisfied,4185,0
Ontario,2,"(38,43]",High school diploma or certificate,Not important at all,4,Living with a partner,Very satisfied,3797,4170
Ontario,2,"(38,43]",High school diploma or certificate,Not important at all,5,Married,Very satisfied,1889,2007
Ontario,2,"(38,43]",High school diploma or certificate,Not very important,2,Married,Very satisfied,1911,3424
Ontario,2,"(38,43]",High school diploma or certificate,Not very important,3,Separated,Very satisfied,3040,0
Ontario,2,"(38,43]",High school diploma or certificate,Not very important,4,Living with a partner,Fairly satisfied,2768,0
Ontario,2,"(38,43]",High school diploma or certificate,Not very important,4,Married,Very satisfied,2611,5631
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,1,Divorced,Not very satisfied,868,0
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,1,Divorced,Very satisfied,966,1118
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,1,Separated,Fairly satisfied,792,841
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,2,Separated,Very satisfied,2868,1149
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,4,Married,Fairly satisfied,10230,6736
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,4,Married,Very satisfied,3215,3092
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,4,Never Married,Very satisfied,859,875
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,4,Separated,Not very satisfied,814,1594
Ontario,2,"(38,43]",High school diploma or certificate,Somewhat important,5,Married,Very satisfied,3137,3836
Ontario,2,"(38,43]",High school diploma or certificate,Very important,2,Married,Very satisfied,3627,3703
Ontario,2,"(38,43]",High school diploma or certificate,Very important,2,Never Married,Fairly satisfied,1111,0
Ontario,2,"(38,43]",High school diploma or certificate,Very important,5,Married,Very satisfied,3143,2998
Ontario,2,"(38,43]",High school diploma or certificate,Very important,6,Married,Very satisfied,4055,1914
Ontario,2,"(38,43]",Less than high school diploma,Not important at all,1,Never Married,Very satisfied,728,1573
Ontario,2,"(38,43]",Less than high school diploma,Not important at all,6,Never Married,Very satisfied,1267,7400
Ontario,2,"(38,43]",Less than high school diploma,Not very important,1,Never Married,Very satisfied,448,1991
Ontario,2,"(38,43]",Less than high school diploma,Somewhat important,4,Married,Fairly satisfied,2200,2026
Ontario,2,"(38,43]",Less than high school diploma,Somewhat important,4,Never Married,Fairly satisfied,1337,0
Ontario,2,"(38,43]",Less than high school diploma,Very important,2,Never Married,Very satisfied,534,2050
Ontario,2,"(38,43]",Less than high school diploma,Very important,2,Separated,Very satisfied,2599,0
Ontario,2,"(38,43]",Less than high school diploma,Very important,5,Never Married,Very satisfied,3662,0
Ontario,2,"(38,43]",Less than high school diploma,Very important,6,Married,Very satisfied,5969,1682
Ontario,2,"(38,43]",Not stated,Don't know/ Prefer not to answer,4,Married,Don 't know/ Prefer not to answer,1487,0
Ontario,2,"(38,43]",Not stated,Don't know/ Prefer not to answer,5,Married,Don 't know/ Prefer not to answer,1840,0
Ontario,2,"(38,43]",Not stated,Not important at all,5,Separated,Fairly satisfied,1532,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,1,Divorced,Very satisfied,868,1964
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Very satisfied,557,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,2,Never Married,Not very satisfied,965,1030
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Fairly satisfied,1530,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Very satisfied,1504,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Never Married,Fairly satisfied,2212,4321
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,4,Married,Very satisfied,5357,3476
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,5,Living with a partner,Very satisfied,1740,1799
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,2,Divorced,Not at all satisfied,849,1915
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,2,Living with a partner,Fairly satisfied,1508,1469
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,2,Married,Very satisfied,2157,3338
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,3,Living with a partner,Very satisfied,1750,3838
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,3,Never Married,Fairly satisfied,1050,1039
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Fairly satisfied,1622,3374
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Not very satisfied,3247,3163
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Very satisfied,3176,3288
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,4,Separated,Fairly satisfied,952,975
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,5,Married,Very satisfied,4669,5399
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,1,Never Married,Fairly satisfied,837,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,1,Never Married,Very satisfied,681,734
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Divorced,Not very satisfied,2680,4747
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Married,Not very satisfied,1696,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Married,Very satisfied,2967,2014
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Separated,Very satisfied,711,754
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,3,Living with a partner,Fairly satisfied,1862,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Very satisfied,5409,15855
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,3,Never Married,Very satisfied,1087,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,3,Separated,Fairly satisfied,1087,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Divorced,Very satisfied,2381,2717
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Living with a partner,Very satisfied,1554,3203
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Fairly satisfied,3185,3602
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Very satisfied,5798,8526
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Separated,Very satisfied,5103,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,5,Married,Fairly satisfied,2907,6280
